0,7
1,6
2,3
3,0
4,4
5,1
6,6
7,3
8,1
9,2
10,3
11,2
12,1
13,1
14,2
15,2
16,1
17,6
18,1
19,1
20,1
21,6
22,3
23,4
24,0
25,4
26,2
27,0
28,5
29,0
